"관광타입","음식점"
"음식점명","달소금 식탁"
"개요","재료 소진이 되는 경우에 인스타에 공지드리고 있어요. 참고 부탁드려요, 제주도 애월읍 하귀리에 위치하고 있는 깨끗하고 따뜻한 바다가 보이는 포구 앞 식당입니다. 남녀노소에게 모두 영양 만점인 기력 회복에 좋은 전복요리와 한우 플러스 제주 돼지로 만든 고소한 수제 떡갈비를 매일 준비해 방문해 주시는 손님분들께 정성을 담은 한 식 한 상을 내어드리고 있습니다. 부모님을 모시고 오시기에도, 어린아이들과 함께 하기에도, 데이트를 하기에도 좋은 분위기와 메뉴가 준비되어 있습니다. 한적하고 조용한 분위기에서 만족스러운 식사하실 수 있도록 최선을 다하겠습니다. 달소금식탁은 몸에 이로운 양질의 편안한 음식을 추구합니다. 1027하우스, 리오빌이 인접해 있습니다."
"주소","제주 제주시 애월읍 일주서로 7087-12"
"주소(도로명)","제주특별자치도 제주시 애월읍 일주서로 7087-12"
"주소(지번주소)","제주특별자치도 제주시 애월읍 하귀1리 1604-1"
"대표번호","0507-1349-5421"
"영업시간","11:00 - 16:00"
"휴무일","매주 화요일"
"취급메뉴","전복게우밥, 보름달 떡갈비"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 매장이 청결해요, 재료가 신선해요"
