"관광타입","음식점"
"음식점명","동백부엌"
"개요","동백부엌은 제주도의 식재료와 도두해녀의 해산물,국내산 제철 식재료로 매일 아침 정성껏 정해진 양만 준비하여 메인인 제주산 흑돼지두루치기와 제주산 흑돼지간장불고기, 제주산 뿔소라초무침과 전복장, 고등어조림을 포함한 12첩반상으로 담아드리고 있습니다. 엄마의 집밥이 그리울 때, 제주도의 식재료를 한상에 드시고 싶을 때,언제든 방문해주세요. 메인포함 모든 음식을 무한으로 리필해드려요. 도두포차, e좋은펜션이 인접해 있습니다."
"주소","제주 제주시 서해안로 150"
"주소(도로명)","제주특별자치도 제주시 서해안로 150"
"주소(지번주소)","제주특별자치도 제주시 도두일동 2547"
"대표번호","064-711-2526"
"영업시간","11:00~15:00"
"휴무일","매주 일요일, 목요일"
"취급메뉴","도두봉정식, 동백정식"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 반찬이 잘 나와요, 친절해요, 재료가 신선해요, 양이 많아요"
