"관광타입","음식점"
"음식점명","우도해녀식당 "
"개요","저희 우도해녀식당에서는 우도 해녀가 갓 잡은 싱싱한 해산물을 이용해 요리하기 때문에 정말 신선하고 푸짐한 해산물을 맛보실 수 있습니다. 김치, 고춧가루 등 모두 국내산 재료만 사용하고, 특히나 칼국수는 다른 식당과 달리 톳을 넣어 반죽해 더욱 건강하고, 맛있는 특별한 면발을 느끼실 수 있습니다. 싱싱한 해물모듬에 자연산 미역과 톳을 함께 즐길 수 있습니다. 싱싱한 해물모듬에 자연산 미역과 톳을 함께 즐길 수 있습니다. 우도해녀식당입니다. 오시는 길은 하우목동항을 등지고 왼쪽 해안가를 끼고 5분정도 오시다보면 오른쪽에 우도맛집 우도해녀식당이 위치해 있고 네이게이션 우도해녀식당 검색 시 쉽게 방문하실 수 있습니다. 길이 어려우실때 전화 부탁드립니다. 앞쪽으로 주차장 넓게 있어 쉽게 주차 가능합니다. 우도에 오시면 우도 맛집 우도해녀식당 꼭 들려보시기 바랍니다. 정성껏 모시겠습니다. 감사합니다. 하우목동목항, 우도면사무소, 서광리사무소가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 440"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 440"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 2308-3"
"대표번호","010-9090-3509"
"영업시간","08:30-17:30"
"휴무일","전화문의"
"취급메뉴","해물라면, 뿔소라직화구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 양이 많아요, 친절해요, 가성비가 좋아요"
