"관광타입","음식점"
"음식점명","만선민물장어"
"개요","안녕하세요. 만선 민물장어입니다. 국내산 100퍼센트 자포니카 풍천민물장어 소금 숯불구이 전문점입니다. 양념장은 따로 준비해 드리고 있으며 1킬로 69000원입니다. 당일 오전 손질한 장어만 저녁에 판매하고 있습니다. 위치는 천제 연로 185번 길 10, 1층 만선 민물장어입니다. 영업시간은 5시부터 10시이며 정기휴무는 매주 화요일입니다. 오셔서 맛있는 장어 음식 드시고 가세요. 오태식해바라기치킨, 낭섭이 인접해 있습니다."
"주소","제주 서귀포시 천제연로185번길 10 1층 만선민물장어"
"주소(도로명)","제주특별자치도 서귀포시 천제연로185번길 10"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2079-3"
"대표번호","064-738-9628"
"영업시간","17:00-23:00"
"휴무일","매주 화요일"
"취급메뉴","소금구이, 후식장어탕"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 양이 많아요"
