"관광타입","음식점"
"음식점명","돈오름숯불갈비"
"개요","제주공항 근처에 위치해 있으며 저희만의 노하우로 30일간 웻, 드라이 에이징을 거친 제주산 흑돼지 오겹살이 대표메뉴로 더욱 부드러운 식감과 함께 고소하고 풍부한 육즙이 특징입니다. 그 외에도 제주산 돼지 생갈비와 양념갈비, 제주산 한우등심 등이 인기메뉴로 다양하게 제주산 고기를 즐기실 수 있습니다. 가게 앞 주차장을 이용할 수 있어 단체모임, 가족단위 손님들에게 접근성이 좋습니다. 고기중독, 풍촌식당이 인접해 있습니다."
"주소","제주 제주시 신대로12길 33 1층"
"주소(도로명)","제주특별자치도 제주시 신대로12길 33"
"주소(지번주소)","제주특별자치도 제주시 연동 282-29"
"대표번호","0507-1427-1579"
"영업시간","16:00 - 24:00"
"휴무일","없음"
"취급메뉴","흑돼지 오겹살, 흑돼지 목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
