"관광타입","음식점"
"음식점명","해리네 횟집"
"개요","안녕하세요. 저희 해리네를 찾아 주셔서 감사합니다. 우리 해리네 활어 해산물마트는 국토 최남단 제주 모슬포에 위치하고 있습니다. 해리네에서 취급하는 자연산 활어회는 청정 해역 제주 가파도, 마라도 중심 근해에서 잡히는 어종으로 봄, 여름, 가을, 겨울 구분하여 제철에 생산되는 활어를 중심으로 싱싱하고, 최대한 저렴하게 맛 보실 수 있도록 최선을 다하겠습니다. 하모체육공원이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 하모항구로 54"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 하모항구로 54"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 770-39"
"대표번호","064-794-1110"
"영업시간","10:30 - 22:00"
"휴무일","매주 수요일"
"취급메뉴","특대방어코스, 해산물 한접시"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 양이 많아요"
