"관광타입","음식점"
"음식점명","수비드돔보쌈"
"개요","수비드는 진공상태로 저온 숙성하는 조리법으로 고기와 각종 야채를 진공 포장하여 65도에서 68도의 물에서 10시간 이상 숙성하기에 풍부한 육즙과 향이 보존되며 식감 또한 부드러워집니다. 저희 수비드 돔보쌈 은 저렴한 수입냉동육이나 앞다리살이 아닌 제주산 삼겹살만으로 요리합니다. 지금까지와는 다른 돔베 보쌈을 맛보실 수 있습니다. 와인 좋아하시는 분들을 위한 와인콜키지도 무료로 즐기실 수 있으며 대표 메뉴는 편백보쌈과 수비드 튀김 보쌈, 껍데기튀김, 막국수, 얼큰 나가사끼탕 등이 있습니다. 맛은 물론 세심한 부분까지 생각하는 수비드돔보쌈이 되겠습니다. 중문쉐르빌, 휴빅스가 인접해 있습니다."
"주소","제주 서귀포시 중문로52번길 9 1층"
"주소(도로명)","제주특별자치도 서귀포시 중문로52번길 9"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 1627"
"대표번호","0507-1487-9959"
"영업시간","11:30 - 22:00"
"휴무일","매주 월요일"
"취급메뉴","수비드그릴돔보쌈, 꽈리튀김보쌈"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 고기 질이 좋아요, 특별한 메뉴가 있어요, 친절해요, 재료가 신선해요"
