"관광타입","음식점"
"음식점명","돈이랑 성산점"
"개요","TV 먹방로드 버라이어티 방영된 제주 흑돼지 전문점 돈이랑은 현지에서 제주산 흑돼지만을 사용하여 제주 현지에서 유명한 근고깃집으로 정평이 나있습니다. 성산에 위치한 저희 매장은 피닉스 아일랜드, 성산 일출봉, 섭지코지, 아쿠아플래닛, 성산 해변가에 근접해 있는 천혜의 자연조건을 가지고 있습니다. 제주 현지에서 바로 공수한 신선한 재료만을 사용하여 어느 누구나 믿고 찾을 수 있는 제주도 맛집입니다. 어른이나 어린이들이나 누구나 다 좋아할 수 있는 흑돼지 근고기를 맛보실 수 있습니다. 제주성산골든튤립호텔, 성산일출봉 어멍횟집이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일출로 30 돈이랑"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일출로 30"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 고성리 331-2"
"대표번호","0507-1320-9266"
"영업시간","12:00-22:00"
"휴무일","둘째, 넷째 목요일"
"취급메뉴","제주 흑돼지, 보말칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 매장이 넓어요"
