"관광타입","음식점"
"음식점명","범하다"
"개요","어떻게 적어야 이 글을 볼까, 고민하고 또 고민하다 적습니다. 제 진심과 정성을 꼭 보여드리고 싶습니다. 잠깐이라도봐주시면 좋겠습니다. 어머니를 홀로 모시며 직장 월급으로만 부족하기도 했고, 광고로 돈만 주면 맛집이 되는 식당들 그리고 관광객 육지 손님 장사라 그런지 불친절한 가게들이 정말 많습니다. 그래서 저는 제 소신대로만 하면 잘 될 거라는 생각을 가지고 시작했습니다. 살아있는 활어를 판매하다 보니 조금만 재료가 안 좋아도 아까워하면 안 된다는 걸 그리고 싱싱하고 신선해야 된다는 걸 누구보다 잘 알기에 항상 그렇게 준비하고 요리하고 있습니다. 그리고 이젠 거의 모든 식당들이 광고로 시작하지만, 저는 제 스스로 홍보를 하고 싶기도 했고, 항상 부족하다고 느끼고 있습니다. 대충 하고 싶지 않고 천천히 단단히 예전처럼 입소문으로 대박이 나고 싶어 아직도 누군가에겐 고집을 부리고 있습니다. 돈만 주면 맛집이 되는 게 정말 싫습니다. 지금처럼 소중한 한 분 한 분 손님께 최선을 다하면 되는 것 같습니다. 정말 감사하게도 리뷰 평 포스팅 등등 다 좋게 남겨주신 덕분에 이렇게 좋은 가게가 됐습니다. 또 재방문 손님이 정말 많습니다. 그리고 또 항상 지인들에게 홍보도 먼저 해주십니다. 단순히 음식만 파는 게 아닌 정을 드리고 싶습니다. 즐거운 제주의 추억, 제주여행에 행복한 음식, 좋은 기억들 혹시나 회가 비릴까 걱정이거나 비렸던 적이 있었던 분들, 꼭 저희 가게 와서 먹어보세요. 정말 자신 있습니다. 그리고 저뿐만 아니라 저희 모든 직원들이 친절하게 응대해 드리겠습니다. 같은 메뉴, 비슷한 메뉴를 고민하신다면 꼭 범하다에 범하러 오셨으면 좋겠습니다. 대표 관광지인 성산 일출봉에서 차량으로 약 10분, 유명 명소인 섭지코지에서 차량으로 약 5분, 수국 명소 혼인지에서 도보 2분에 위치해 있습니다. 포장, 배달도 많이 문의하시는데 다 가능합니다. 오늘도 즐거운 제주여행, 행복한 제주살이 하시길 바라며, 긴 글 읽어주셔서 진심으로 감사합니다. 그리고 재방문해 주시는 우리 고객님들 지인에게 추천해 주는 손님들, 다시 한번 정말 감사합니다. 오늘도 행복하세요. 사랑합니다. 노른자부동산, 보람식당, 옛날옛적이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일주동로 4675 1층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일주동로 4675"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 온평리 595-6"
"대표번호","0507-1318-4785"
"영업시간","13:00-23:00"
"휴무일","전화문의"
"취급메뉴","고등어회, 딱새우회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 특별한 메뉴가 있어요"
