"관광타입","음식점"
"음식점명","마크사이공제주 한림협재금능판포점"
"개요","마크사이공은 서울시 서초구 방배 카페골목에서 시작되었습니다. 베트남 쌀국수를 더욱 맛있게 만들기 위해서 직접 사골을 우려서 오랜 시간 끓여서 만든 육수입니다. 이윤을 더 만들기 위해서 프랜차이즈를 하고 싶지만, 현실적으로 하지 못함이 여기에 있습니다. 육수 패키지를 전달하면서 만들어진 육수와 직접 끓여서 만들어진 육수의 차이는 분명히 드러나기 때문이죠. 좀 더 맛있는 쌀국수를 만들고 싶은 마음뿐입니다. 마크사이공이 두 번째 가게를 제주도에서 시작합니다. 서울 마크사이공은 오랜 시간 동안 함께 해온 직원에게 가게를 넘겨주고, 제주에서 두 번째 가게와 두 번째 인생을 시작합니다. 마크사이공 제주는 서울에서 내려온 쌀국수 형태를 유지하는 것보다 제주다움의 쌀국수를 만들고 싶었습니다. 제주다움 쌀국수를 위해 서울에서 많은 테스트를 거쳐서 만들었습니다. 마크사이공 제주에서 제주 전통 음식과 만들어지는 독특한 제주 쌀국수를 맛보실 수 있습니다. 아름다운 비양도를 배경으로 맛있는 식사를 하시길 바랍니다. 바로 옆 금능해수욕장은 너무나 아름다운 바다를 간직하고 있답니다. 마크사이공은 작은 가게임에도 정성을 담아 진심을 전달하기 원합니다. 진심을 담아 쌀국수를 전해드리겠습니다. 제주에서 제주답게, 제주스럽게, 제주 음식으로 만든 베트남 쌀국수의 특별함을 맛보시길 바랍니다. 지금여기에, 밋더피쉬가 인접해 있습니다."
"주소","제주 제주시 한림읍 금능길 79"
"주소(도로명)","제주특별자치도 제주시 한림읍 금능길 79"
"주소(지번주소)","제주특별자치도 제주시 한림읍 금능리 1420"
"대표번호","0507-1358-5872"
"영업시간","11:00 - 20:30"
"휴무일","매주 일요일"
"취급메뉴","돔베고기 쌀국수, 수비드로제쌀국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 인테리어가 멋져요, 특별한 메뉴가 있어요"
