"관광타입","음식점"
"음식점명","신현대식당"
"개요","관광객보다는 제주도의 택시 기사들이 많이 찾는다는 향토음식 전문 식당입니다. 육지에서 온 사람들은 갈치조림과 고등어조림을 선호하는 편이지만 고등어회, 물회, 갈치국 등 다양한 향토음식을 맛볼 수 있습니다. 짭조름하면서도 담백한 국물이 배어든 조림의 생선과 무는 흰 밥과 잘 어우러지지요. 싱싱함이 생명인 고등어회 한접시는 두세명이 즐기기에 충분합니다. 대성어구, 신해조식당이 인접해 있습니다."
"주소","제주 제주시 임항로 40"
"주소(도로명)","제주특별자치도 제주시 임항로 40"
"주소(지번주소)","제주특별자치도 제주시 건입동 1319-19"
"대표번호","0507-1464-8803"
"영업시간","09:00-16:00/21:00"
"휴무일","전화문의"
"취급메뉴","고등어조림, 갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 주차하기 편해요, 매장이 넓어요"
