"관광타입","음식점"
"음식점명","듀포레"
"개요","듀포레는 맛과 뷰, 두 가지를 전부 잡은 유명한 제주도 빵집 입니다.  듀포레는 다른 베이커리 카페와는 이런 차별점을 두고 있습니다.  1. 르꼬르동은 아시다시피 프랑스에서 굉장히 유명한 베이커리 학교입니다. 이 르꼬르동 출신의 파티시에가 당일 생산하여 당일 판매하고 있습니다. 당일 판매되지 않은 빵은 100퍼센트 폐기 처리 합니다. 프랑스 고유의 레시피를 그대로 재현하기 위해, 프랑스산 식자재를 직수입하여 빵을 만들고 있습니다. 용담포구, 삼다도횟집이 인접해 있습니다."
"주소","제주 제주시 서해안로 579 듀포레"
"주소(도로명)","제주특별자치도 제주시 서해안로 579"
"주소(지번주소)","제주특별자치도 제주시 용담삼동 1092"
"대표번호","0507-1386-4515"
"영업시간","10:00~21:00"
"휴무일","전화문의"
"취급메뉴","더티 팡도르, 더티 크루아상"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 빵이 맛있어요, 커피가 맛있어요, 사진이 잘 나와요, 인테리어가 멋져요"
