"관광타입","음식점"
"음식점명","하영횟집"
"개요","저희 하영횟집은 가족들끼리 운영하는 곳으로 활어회 전문 횟집입니다. 싱싱한 해산물 한판과 다양하고 푸짐한 스끼다시, 얼큰 시원한 탕까지 코스로 즐기실 수 있어 현지인이 가족과 함께 즐겨 찾는 숨은 맛집이었다가 입소문으로 많이 알려져 다양한 분들이 찾아  주고계시지요. 가게 홍보비용 지출 대신 고객님들께 푸짐하게 드리며 입소문으로 번창하고 있습니다. 찾아 주심에 항상 감사드리며 더욱 노력하겠습니다."
"주소","제주 서귀포시 이어도로 1043 하영횟집"
"주소(도로명)","제주특별자치도 서귀포시 이어도로 1043"
"주소(지번주소)","제주특별자치도 서귀포시 서호동 130-6"
"대표번호","064-739-8161"
"영업시간","11:00 - 22:00"
"휴무일","매주 일요일 "
"취급메뉴","다금바리,황돔"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 가성비가 좋아요"
