"관광타입","음식점"
"음식점명","틈새식당"
"개요","배달의민족 한식 검색 가능합니다. 중문동, 예래동, 색달동, 회수동 배달 가능 지역입니다. 안녕하세요. 중문 관광단지 근처에 있는 제주 틈새 식당입니다. 항상 우리 가족이 먹는다는 생각으로 음식을 만드는 행복한 부부가 운영하는 식당입니다. 제주 흑돼지 두루치기와 백반 정식 메뉴가 인기 메뉴이며 제주 여행 중 한 끼 제대로 먹은 식당으로 기억될 수 있도록 항상 노력하는 틈새 식당이 되겠습니다. 매일 오후 3시 30분부터 오후 5시까지 쉬는 시간입니다. 매주 일요일은 휴무입니다. 중문관광단지, 천제연폭포가 인접해 있습니다."
"주소","제주 서귀포시 천제연로207번길 6"
"주소(도로명)","제주특별자치도 서귀포시 천제연로207번길 6"
"주소(지번주소)","제주특별자치도 서귀포시 중문동 2007-1"
"대표번호","064-738-3266"
"영업시간","10:00 - 21:00"
"휴무일","매주 일요일"
"취급메뉴","흑돼지 두루치기, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 친절해요, 양이 많아요, 재료가 신선해요"
