"관광타입","음식점"
"음식점명","제주곱"
"개요","안녕하세요. 당일도축, 한우 황소 곱창을 고집하는 곱창구이 전문점 곱 입니다. 최근 이영자의 맛집리스트에 오르며 황소곱창 전문점으로서 최고의 인기를 누리고 있으며,식신로드, 수요미식회, vj특공대, 생생정보통 등 많은 미디어에 에 소개되며 맛집으로서의 입지를 다졌습니다. 저희 곱은 당일도축한 신선한 한우 황소곱창을 쓰고있으며 TV에 이슈였던 인공연육제는 단 1프로도 쓰지 않고 천연연육제로 연육하고 있습니다. 고객 여러분들의 많은 방문 부탁드립니다. 오늘여기 ,카도가 인접해 있습니다."
"주소","제주 제주시 신대로16길 42"
"주소(도로명)","제주특별자치도 제주시 신대로16길 42"
"주소(지번주소)","제주특별자치도 제주시 연동 283-6"
"대표번호","0507-1326-7592"
"영업시간","16:00~03:30"
"휴무일","전화문의"
"취급메뉴","황소곱창, 대창구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 넓어요, 매장이 청결해요"
