"관광타입","음식점"
"음식점명","가시어멍회국수 "
"개요","가시어멍회국수는사위가 낚아서 가시어멍, 장모님이 장만해서 운영하는 가게입니다. 사위가 어선을 가지고 있어서 체험낚시도 하는 배이며, 사위가  잡은 생선으로만 조리하기에, 자연산으로 싱싱하고 맛난 음식 드시러 오시기 바랍니다. 모든 활어는 자연산입니다. 물회전문입니다. 한치물회, 뿔소라물회, 전복물회, 자리물회 드시러 오시기 바랍니다. 하우목동, 전흘동 해안길, 주흥동방파제, 오봉리사무소가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 508"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 508"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 874-1"
"대표번호","0507-1327-7298"
"영업시간","10:00-21:00"
"휴무일","없음"
"취급메뉴","회국수, 한치물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 양이 많아요"
