"관광타입","음식점"
"음식점명","선흘방주할머니식당"
"개요","저희 선흘방주할머니식당은 삶의 질을 향상시키며 먹거리 문화를 한 단계 업그레이드하는데 노력하겠습니다. 자연이 주는 순수함과 편안함을 그대로 여러분께 행복한 맛의 이야기를 만들어드리겠습니다. 고객 여러분께 친절한 미소를 잃지 않는 저희 선흘방주할머니식당이 될 것을 약속드립니다. 고객님 가정에 평화와 사랑이 넘치길 기원하겠습니다. 감사합니다. 소월소묘, 순이네, 알바메가 인접해 있습니다."
"주소","제주 제주시 조천읍 선교로 212"
"주소(도로명)","제주특별자치도 제주시 조천읍 선교로 212"
"주소(지번주소)","제주특별자치도 제주시 조천읍 선흘리 2039-1"
"대표번호","064-783-1253"
"영업시간","10:00-18:00/19:00"
"휴무일","매주 일요일"
"취급메뉴","검정콩국수, 고사리 비빔밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요, 주차하기 편해요"
