"관광타입","음식점"
"음식점명","돈해상 제주한림협재흑돼지"
"개요","한림 오션 뷰 숯불 흑돼지 전문점 돈해상입니다. 사정 상 예약은 받지 못하니 오시는 순서대로 받고 있습니다. 1. 돈해상이란 제주 바다 위에서 고기를 먹는다는 의미로 제주산 흑돼지를 숯불로 구워 멋진 바다 풍경을 보며 드실 수 있는 곳입니다. 2. 노을 지는 아름다운 한림 오션 뷰를 식사하며 즐기실 수 있습니다. 3. 넓은 주차 공간과 넓은 실내 좌석, 테라스가 있습니다. 테라스에서 야외 식사 가능합니다. 4. 근고기 못지않은 두툼한 흑돼지 오겹살이 돈해상의 시그니처 메뉴이며 품질 좋은 숯으로 구워서 은은한 숯과 고기 향을 즐기실 수 있습니다. 5. 직접 담근 배추김치만을 제공합니다. 6. 셀프 계란후라이도 만들어 드실 수 있습니다. 7. 아이를 데려오는 가족 단위 손님을 위해 작지만 소규모 어린이 놀이방도 마련해 놨습니다. 8. 흑돼지 외에도 좋은 부위만 골라서 일일 한정 판매하는 소갈빗살, 합리적인 가격의 돼지양념갈비 등도 같이 즐겨보세요. 알제트브이, 제주돌돌이 인접해 있습니다."
"주소","제주 제주시 한림읍 귀덕11길 39"
"주소(도로명)","제주특별자치도 제주시 한림읍 귀덕11길 39"
"주소(지번주소)","제주특별자치도 제주시 한림읍 귀덕리 970"
"대표번호","064-796-4936"
"영업시간","10:00 - 21:00"
"휴무일","없음"
"취급메뉴","흑돼지오겹살, 흑돼지목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 매장이 넓어요, 친절해요, 재료가 신선해요"
