"관광타입","음식점"
"음식점명","용두암 엄마 해장국"
"개요","최근에 연예인 김대희님, 조현님이 방문해주시고 극찬한 해장국집입니다. 1. 48석 식사 가능합니다. 테이블 간격도 넓은 편입니다. 2. 굉장히 깨끗하고, 고급스럽습니다. 3. 보통의 공항근처 식당들은 오픈시간이 11시 정도이기 때문에 아침식사하기가 어려운 경우가 많습니다. 그래서 대충 먹거리로 떼우거나 하는데, 용두암 엄마 해장국은 아침 6시부터 열어서, 손님분들이 든든한 아침과 함께 제주도 여행을 시작하실 수 있도록 하였습니다. 리틀해녀, 스시우다가 인접해 있습니다."
"주소","제주 제주시 용마로 24"
"주소(도로명)","제주특별자치도 제주시 용마로 24"
"주소(지번주소)","제주특별자치도 제주시 용담삼동 519-9"
"대표번호","0507-1411-5017"
"영업시간","07:00~16:00"
"휴무일","매주 수요일"
"취급메뉴","전복스지탕, 고사리해장국"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 청결해요, 친절해요, 가성비가 좋아요, 재료가 신선해요"
