"관광타입","음식점"
"음식점명","숨비소리횟집  "
"개요","안녕하십니까, 저희 숨비소리횟집을 찾아주셔서 감사합니다. 저희 매장은 자연산 활어회 전문점으로 매일매일 산지직송으로 신선한 재료로만 요리하고 있습니다. 북쪽으로는 바다가 한눈에 보이고 남쪽으로는 한라산이 보이는 전망 좋은 집으로써 항상 편안하고 가족 같은 분위기로 여러분을 성심껏 모시고자 모든 직원들의 노력하고 있으며 한 번 맛을 보신 손님들께서는 저희 매장의 맛과 분위기에 또다시 찾아와 주시는 경우가 많습니다. 여러분의 즐거운 식사를 위해 저희 전 종업원과 조리사들은 최선을 다하고 있으며 한 분의 손님이라도 최선을 다해 만족시키는 고객감동을 사훈으로 하고 있습니다. 저희 매장은 고객 여러분들께 신선하고 맛있는 음식을 서비스하기 위하여 최선을 다하며 저희 매장을 방문하시는 고객 여러분께 고객 감동을 실현하겠습니다. 감사합니다. 숨비소리는 좀녀들이 물질할 때 깊은 바닷속에서 해산물을 캐다가 숨이 턱까지 차오르면 물 밖으로 나오면서 내뿜는 휘파람소리입니다. 빽다방, 파올레퍼팅장이 인접해 있습니다."
"주소","제주 제주시 서해안로 283"
"주소(도로명)","제주특별자치도 제주시 서해안로 283"
"주소(지번주소)","제주특별자치도 제주시 도두이동 1662-9"
"대표번호","064-742-8988"
"영업시간","11:00 - 22:00"
"휴무일","없음"
"취급메뉴","회덮밥, 갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 뷰가 좋아요, 주차하기 편해요"
