"관광타입","음식점"
"음식점명","자연샤브 2호점"
"개요","관광객보다 도민 로컬 손님이 더 많은 맛집, 저희는 자연샤브입니다. 저희 서귀포 맛집 자연샤브는 직원이 친절하다, 음식이 맛있다, 청결하다, 모든 음식을 직접한다 라는 뻔한 말을 하지 않겠습니다. 이건 싱싱함이 본질인 샤브샤브집이라면 당연히 갖춰야 할 덕목이니까요. 제주 서귀포에서 유명한 저희 자연샤브는 다른 집과 3가지가 다릅니다. 첫 번째, 관광객보다 제주도민이 훨씬 더 많이 방문하는 집입니다. 저희 자연샤브는 제주에서 유명한 맛집이지만 특이하게도 관광객보다 제주도민분들이 더 많이 찾아주시는 샤브샤브집입니다. 한 마디로 관광객분들의 입소문보다 제주도에서, 특히 서귀포에서 도민분들 입소문으로 성장한 맛집이라는 거죠. 심지어 택시 기사님께 샤브샤브집 가주세요 라고 하면 자연샤브 말씀하시는 거죠 라고 할 정도니까요. 그래서 관광객분들이 붐비는 다른 맛집과 다르게 저희 자연샤브에 오시면 제주도민들의 사투리, 제주도민들이 회식하는 모습, 제주도민 가족분들끼리 웃으며 식사하는 모습을 자주 볼 수 있습니다. 시끄러운 관광지보다 진짜 현지인 맛집을 찾고 있는 분들은 저희 자연샤브를 방문해 주세요. 제주 그 자체를 선보이겠습니다. 두 번째, 재료에 진심인 가게 저희가 생각하는 맛집이란 음식이 맛있는 곳이 맛집이 아닙니다. 맛집은 음식이 맛있어야 하는 건 당연합니다. 진짜 맛집은 맛 뿐만 아니라 건강까지 챙길 수 있는 곳이 진정한 찐맛집이라고 할 수 있죠. 저희 자연샤브는 100프로 제주 돼지만을 사용하는 것은 물론 고기 외에 것들도 전부 좋은 재료만 사용하고 있습니다. 샤브샤브에 핵심이라고 할 수 있는 채소 같은 경우 1주일 치를 미리 받고 냉장고에 보관하다가 상에 나가는 것이 아니라 매일매일 납품을 받고 그 날 소진하는 것을 목표로 하고 있습니다. 또한 소스 같은 경우에도 30년 동안 제주 요리를 한 어머니에게 노하우를 전수 받아, 직접 매장에서 제가 제조하고 있습니다. 흔히 볼 수 있는 공산품 소스는 일절 사용하고 있지 않죠. 이런 채소와 소스 퀄리티에 맞게 육수 또한 당일 제작, 당일 소진만을 고집하고 있습니다. 남으면 재활용하지 않고 당일 폐기합니다. 이래서 저희 자연샤브의 음식은 건강합니다. 맛은 물론 건강까지 잡고 싶은 분들은 저희 자연샤브를 방문해 주세요. 세 번째, 속이 편한 가게 저희는 틀림없이 샤브샤브 밥집인데 블로그 후기에는 죽 맛집 이라고 소개해 주시는 분들이 꽤 많이 계십니다. 왜 그럴까요, 답은 간단합니다. 저희 죽이 특별하기 때문이죠. 자연샤브의 죽은 냉동 채소를 단 하나도 사용하지 않은 자연죽입니다. 일부 업체는 요리의 편의성을 위해 냉동 믹스 야채를 사용하고 있지만 저희는 일절 사용하지 않거든요. 저희는 매일 납품받는 채소를 하나하나 손으로 손질하면서 재료 준비를 하고 있고, 죽에 들어가는 채소는 채칼이 아닌 손칼로 직접 작업하기 때문에 다른 곳과 다른 맛을 느낄 수 밖에 없습니다. 계란 같은 경우에도 날계란을 그래도 푸는 것이 아니라 채로 3번 이상 거르는 작업 후 계란을 풀어드리고 있습니다. 이렇게 해야만 계란이 죽에 고르게 입혀지고, 고소한 맛이 훨씬 더 풍부해지기 때문입니다. 이런 정성 덕분에 샤브샤브는 물론 죽까지 유명해지게 됐습니다. 우리나라에서 가장 유명한 죽 브랜드 회장님께서 말씀하셨죠. 죽의 본질은 정성이다. 저는 그 가르침을 이어가고 있습니다. 이 고집, 절대로 꺾지 않겠습니다. 이 맛을 유지할 수 있도록 이대로 묵묵히 음식을 만들겠습니다. 서귀포시축협, 하나로마트가 인접해 있습니다."
"주소","제주 서귀포시 서호남로 65"
"주소(도로명)","제주특별자치도 서귀포시 서호남로 65"
"주소(지번주소)","제주특별자치도 서귀포시 서호동 1615-10"
"대표번호","0507-1324-7635"
"영업시간","11:00 - 21:20"
"휴무일","없음"
"취급메뉴","점심특선 월남쌈샤브, 월남쌈버섯샤브"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 매장이 청결해요"
