"관광타입","음식점"
"음식점명","구좌 비자림미담 월정리세화"
"개요","봄, 여름에는 상쾌하고 맑은 공기를 선사하는 경쾌한 숲, 그리고 가을, 겨울에는 고요하고 차분한 분위기를 선사하는 비자림입니다. 그 인근에 독채 펜션과 식당을 함께 운영하고 있는 비자림 미담입니다. 아름다운 들판이 근처에 자리에 여름에는 푸르른 녹음을, 봄에는 화사한 유채꽃들이 금빛 융단을 이루는 환상적인 풍경을 자랑하고 있어 제주도 여행 차 방문하신 분들께는 낯선 여행지의 매력을 흠뻑 느낄 수 있게 합니다. 비자림의 맑은 공기를 머금고 아름다운 조망을 자랑하는 이곳은 제주도 현지인들에게는 흔히 로컬 맛집으로 손꼽히며, 매콤 달콤한 맛이 감칠맛 제대로 돋워주는 불쭈꾸미와 고소하고 달콤한 맛이 부드러운 고르곤졸라 피자를 함께 먹는 대표 메뉴가 인기지요. 비자숲길15, 초록별장이 인접해 있습니다."
"주소","제주 제주시 구좌읍 비자숲길 13"
"주소(도로명)","제주특별자치도 제주시 구좌읍 비자숲길 13"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 평대리 3200-4"
"대표번호","0507-1369-9535"
"영업시간","10:30 - 19:00"
"휴무일","없음"
"취급메뉴","직화돌문어볶음, 직화쭈꾸미"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 특별한 메뉴가 있어요, 매장이 청결해요"
