"관광타입","음식점"
"음식점명","트라몬토 제주모슬포본점"
"개요","모슬포항에 위치한 제주 모슬포 맛집 트라몬토 해산물 파스타 전문점입니다. 해물 오일 파스타는 제주산 돌문어와 각종 해산물을 이용하여 매콤함을 더해 깔끔한 맛을 내는 해물 오일 파스타입니다. 특히 매운맛을 좋아하시는 분들을 위한 꽂게 크림파스타와 달콤함을 좋아하시는 분들과 아이들을 위한 고등어 덮밥, 그 외 다양한 음식으로 맞이하고 있습니다. 친절하고 제주산 신선한 해물로 만드는 파스타 드시러 오세요. 무선 인터넷 또한 매장 앞에 불편하지 않을 정도로 큰 주차장이 있습니다. 단체 손님들을 위한 넓은 테라스가 구비되어 있습니다. 또한 서귀포 맛집 동네에서 모슬포 맛집 동네로 유명합니다. 여행 관광으로 오시면 꼭 한 번씩 들리셔야 합니다. 후회 없는 맛으로 드시고 가세요. 서귀포 맛집 1위는 물론 모슬포 맛집으로도 1위. 제주도 파스타 트라몬토 제주 모슬포 본점으로 오세요. 하모체육공원정류장, 모슬포항정류장이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 하모항구로 38 트라몬토 제주모슬포본점"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 하모항구로 38"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 770-59"
"대표번호","0507-1492-2900"
"영업시간","11:00 - 22:00"
"휴무일","매주 수요일"
"취급메뉴","청보리전복파스타, 한치파스타"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 인테리어가 멋져요, 뷰가 좋아요"
