"관광타입","음식점"
"음식점명","중문갈치조림"
"개요","안녕하세요. 이조은식당 주인장입니다. 단 한번의 부끄럼 없이 30여년을 요리하며 이조은식당을 운영해 왔습니다.  저는 단지 이조은식당이 유명한 식당은 다 모여 있는 제주도 중문이란 지역에서 전통 있는 갈치조림 하나로 지금도 살아 남아있는 이유와 감동을 선보이고 싶을 뿐입니다.  1. 최고의 식재료만을 선별합니다. 저희 이조은식당 갈치 요리는 모두 제주산 생갈치만을 사용합니다. 매일 새벽마다 맛을 보며 최선이 아닌 최고의 은갈치만을 제 눈으로 보고 고릅니다. 모든 식재료는 직접 손질하며 신선하게 관리합니다.  2. 맛의 비법은 노력으로 생긴 노하우입니다. 안주하지 않고 계속해서 더 좋은 맛을 내기 위해 매일 연구하고 노력해왔습니다. 그 결과 이조은만의 노하우가 담긴 갈치조림, 갈치구이, 갈치회, 고등어조림 등이 탄생했습니다. 앞으로도 정성을 담아 요리하겠습니다.  3. 통갈치조림 드시지 마세요. 제주 생갈치 드세요. 저희 집은 관광객 손님들도 많지만 현지인분들이 가장 많이 찾아 주십니다. 통갈치조림 집이 아닙니다. 대신 제주산 생갈치만을 사용해 요리합니다. 보기 좋은 비주얼보다 오로지 맛으로 손님들에게 기억 되고 싶습니다. 앞으로도 부끄럽지 않게, 이조은식당은 이조은만의 길을 묵묵히 가겠습니다.  감사합니다.  이조은식당 주인장 올립니다. 스타벅스, 제주미향, 하영 흑돼지구이집이 인접해 있습니다."
"주소","제주 서귀포시 천제연로 97"
"주소(도로명)","제주특별자치도 서귀포시 천제연로 97"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2476-3"
"대표번호","0507-1322-1838"
"영업시간","08:30 - 21:00"
"휴무일","없음"
"취급메뉴","기가막힌 갈치조림, 기가막힌 생물 갈치구이"
"주차시설 유무","있음"
"리뷰키워드","없음"
