"관광타입","음식점"
"음식점명","순옥이네명가"
"개요","제주 여름밤의 명소로 잘 알려진 도두동에 전복요리집입니다. 물질만 벌써 40여년, 직접 따온 전복, 성게, 오분작 등의 신선하고 믿을 수 있는 자연산으로 요리한 이 곳 순옥이네 명가에 오시면 이름을 걸고 대접하는 만큼 정성을 다한 요리를 맛보실 수 있습니다. 언제오셔도 변함없는 맛과 넉넉한 인심으로 즐거운 시간을 가지실 수 있으며 바로 옆 순옥이네 해산물에서는 싱싱함이 넘쳐흐르는 제주 자연산 해물을 저렴한 가격에 구입하실 수도 있습니다. 항상 밝은 모습으로 오시는 모든 분들께 좋은 음식과 기분좋은 만남을 전해드리고자 노력하고 있는 이 곳 순옥이네에서 제주 바다의 깊은 맛을 맛보시길 바랍니다. 감사합니다. 이호해수욕장, 해일인터내셔날이 인접해 있습니다."
"주소","제주 제주시 도공로 8"
"주소(도로명)","제주특별자치도 제주시 도공로 8"
"주소(지번주소)","제주특별자치도 제주시 도두일동 2615-5"
"대표번호","064-743-4813"
"영업시간","09:00 - 21:00"
"휴무일","둘째, 넷째 화요일"
"취급메뉴","소라, 성게"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요, 양이 많아요"
