"관광타입","음식점"
"음식점명","돈하루"
"개요","고기의 신 돈하루 대표 전상열 인사드립니다. 맛있는 제주 명품 흑돼지 고기와 여러 가지 맛있는 반찬을 제공해드려요. 고기는 싱싱하구요. 구워드리고 있습니다. 야외 테라스가 있습니다. 다른 곳과 반찬을 비교해보세요. 제주 중문 근처 무료 차량 운행도 가능합니다. 참숯으로 흑돼지를 구워드려 연탄 가스 냄새가 안 나서 아주 좋습니다. 정말 등급 좋은 흑돼지 업체를 통해 흑돼지를 공급 받고 있습니다. 제주에서 태어나 제주 음식, 제주 흑돼지만 30년째 연구 중입니다. 제주 토박이로서 어릴 때부터 흑돼지를 자주 먹어서 고기 맛을 잘 알고 있습니다. 맛있는 식사를 드실 수 있게 선호하시는 반찬을 만들어서 제공해 드리고 있습니다. 반찬을 10가지는 더해서 드리고 싶은데 테이블에 반찬을 더 놓을 자리가 없어서 못 드리고 있습니다. 제주 명품 흑돼지를 맛보기 가장 좋은 곳이며, 서비스도 굉장히 좋고 매우 친절한 서귀포 흑돼지 맛집입니다. 제주 중문에 위치한 전통 제주 중문 흑돼지 맛집으로 가장 깨끗하고 정직한 가격과 품질을 자랑합니다. 중문 근처 무료 픽업도 됩니다. 방바닥도 있어서 편하게 식사 가능합니다. 아기 의자도 구비되어 있습니다. 감사합니다. 후회 없게 해드리겠습니다. 반찬 계속드리니 다 드시면 이야기해주세요. 중문관광단지, 천제연폭포, 스타벅스, 이이도성, 폭포가있는 풍경민박이 인접해 있습니다."
"주소","제주 서귀포시 천제연로 111 돈하루본점"
"주소(도로명)","제주특별자치도 서귀포시 천제연로 111"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2480-6"
"대표번호","0507-1353-9953"
"영업시간","12:00 - 02:00"
"휴무일","없음"
"취급메뉴","제주 명품 흑돼지 최고급 부위 1인 삼겹살, 한라산 치즈 계란찜"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 매장이 넓어요"
