"관광타입","음식점"
"음식점명","소문난할머니집"
"개요","식당과 슈퍼를 겸하는 곳으로, 슈퍼보단 점방에 가까워 예전 정취를 느낄 수 있습니다. 30년째 같은 곳에서 손님께 식사를 대접하는 곳으로 국밥과 국수를 전문으로 합니다. 이미 도민들에겐 소문난 집으로 누린내 없이 깔끔하게 끓여 낸 순대 국밥에는 머리 고기와 순대 등이 한가득 들어갑니다. 국밥 국물에 국수를 삶아 넣은 고기 국수에는 돼지머리고기 수육이 들어 있어 고기와 함께 싸 먹으면 일품입니다. 남조로검문소, 고평갯드르가든이 인접해 있습니다."
"주소","제주 제주시 조천읍 남조로 2367"
"주소(도로명)","제주특별자치도 제주시 조천읍 남조로 2367"
"주소(지번주소)","제주특별자치도 제주시 조천읍 와흘리 38-2"
"대표번호","064-784-5650"
"영업시간","07:00-18:00/19:00"
"휴무일","둘째, 넷째 화요일"
"취급메뉴","따로국밥, 고기국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 혼밥하기 좋아요,  재료가 신선해요, 가성비가 좋아요"
