"관광타입","음식점"
"음식점명","만지식당"
"개요","올레길 16코스의 길목이자 애월읍 고내리의 옛 자갈길의 점빵 자리였던 곳에 육지 것이 인생 첫 가게를 열었습니다. 파란 하늘이 좋고 에메랄드빛 바다가 좋고 마음 놓고 깊은숨을 쉴 수 있는 제주는 저에게 꿈이었습니다. 그 꿈을 가슴에 품고 살다 어느 날 더 이상 미세먼지의 눈치를 보며 숨을 쉬고, 빌딩 사이로 좁게 보이는 하늘을 찡그리며 보는 삶이 싫어 그곳을 뒤로하고 무작정 제주도로 와서 꿈에 그리던 저만의 식당을 차리게 되었습니다. 만지식당은 19.86 제곱미터의 작은 식당입니다. 그래서 테이블을 4개밖에 둘 수 없었고 주방을 구성할 때는 테트리스로 쌓은 마일리지와 루미큐브로 단련한 두뇌력을 최대한 이용해야 했습니다. 이렇게 좁은 가게에 과연 누가 찾아올까 스스로 걱정도 했지만 조용히 제주를 느끼며 여유롭게 식사를 하고 싶은 분들이 계신다면 그분들에게는 좋을 장소가 될 것 같다는 생각을 했습니다. 만지식당은 주방후드, 외벽 스타코, 문 이렇게 전문 기술자가 해야 하는 것을 빼고는 모두 셀프로 시공했습니다. 다시 돌이켜 보면 이 가게를 지금의 모습으로 만들기 위해 지난여름을 고스란히 뙤약볕 아래에서 돌가루와 톱밥을 먹으며 어떻게 일을 했나 까마득합니다. 처음부터 지금의 모습을 상상하면서 하나씩 클리어하는데 그 과정이 순탄치만은 않았습니다. 그런 어려움들이 있을 때마다 방법을 찾고 시도하고를 반복하며 극복하다 보니 어느새 완성된 모습을 볼 수 있었습니다. 이런 과정은 아마도 제가 식당을 운영하면서 계속 반복될 것 같습니다. 제가 생각하는 맛을 구현하기 위한 시행착오와 노력을 계속하다 보면 언젠가 제가 상상하던 그런 멋진 식당이 되어 있지 않을까 합니다. 고내리 재활용도움센터, 해오반이 인접해 있습니다."
"주소","제주 제주시 애월읍 고내로 13-1"
"주소(도로명)","제주특별자치도 제주시 애월읍 고내로 13-1"
"주소(지번주소)","제주특별자치도 제주시 애월읍 고내리 1039-1"
"대표번호","0507-1415-1812"
"영업시간","11:00 - 20:00"
"휴무일","매주 목요일"
"취급메뉴","왕새우튀김우동, 텐자루소바"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 혼밥하기 좋아요"
