"관광타입","음식점"
"음식점명","월정리 달이뜨는식탁"
"개요","월정은 달이 뜨는 바닷가라는 의미를 가진 시골마을입니다. 아름다운 월정 마을의 달이 뜨는 식탁으로 놀러 오세요. 3층 건물로 이루어진 아담한 레스토랑이며, 3층 루프탑에서는 월정 시골마을을 감상하실 수 있습니다. 행복한 제주 여행이 될 수 있도록 최선을 다하겠습니다. 연중무휴 브레이크 타임 없이 운영되며, 재료 소진 및 임시 휴무 인스타로 공지되니 확인하시고 방문 부탁드립니다. 차우, 렐레펑 테러블이 인접해 있습니다."
"주소","제주 제주시 구좌읍 월정1길 14"
"주소(도로명)","제주특별자치도 제주시 구좌읍 월정1길 14"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 월정리 885"
"대표번호","0507-1330-8538"
"영업시간","11:00 - 20:00"
"휴무일","전화문의"
"취급메뉴","딱새우로제파스타, 제주마늘알리오올리오"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요"
