"관광타입","음식점"
"음식점명","굽써"
"개요","제주공항 10분 거리에 위치해 있는 이호테우해변의 흑돼지 맛집입니다. 맛과 가성비 최고라 자부하며, 많은 분들의 입소문으로 성장한 가게입니다. 굽써 바로 앞에 펼쳐진 바다 풍경과 함께 제주의 맛을 느껴보러 오세요. 굽써 고기가 맛있는 이유가 있습니다. 하나, 480시간동안 최적의 온도로 프리미엄 제주산 원육을 최고의 맛으로 숙성합니다. 최적의 숙성육을 육즙이 빠지지 않도록 참숯에 초벌하여 드시기 좋게 잘라 제공해 드립니다. 미리로, GS25가 인접해 있습니다."
"주소","제주 제주시 테우해안로 138"
"주소(도로명)","제주특별자치도 제주시 테우해안로 138"
"주소(지번주소)","제주특별자치도 제주시 이호일동 1792"
"대표번호","0507-1316-0792"
"영업시간","12:00~21:50"
"휴무일","첫째, 셋째 월요일"
"취급메뉴","흑돼지오겹살, 흑돼지목살"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 뷰가 좋아요, 가성비가 좋아요"
