"관광타입","음식점"
"음식점명","해금강횟집"
"개요","제주도만의 특성을 살려서 제주 근해에서 잡히는 활어를 제공하며, 싱싱한 해산물 위주의 써비스를 대접합니다. 해금강코스는 제철 고급 어종을 활어, 숙성하며 싱싱한 해산물들과 살아있는 고등어회, 활새우회, 갈치회, 옥돔구이, 새우튀김, 물회, 매운탕과 전복 내장 복음밥까지 전부 포함해서 한상으로 드리고 있습니다. 활어 매운탕과 물회, 해물 안주, 갈치 림 가벼운 식사도 가능합니다. 저희 가게는 서부두 명품 횟집거리 제일 끝에 위치해있으며 가게 주위로 주차할 공간이 많습니다. 차로 이동하신다면 쭉 오시면 됩니다. 분리된 방 구조로 되어 있어서 얘들과 먹기 좋으시고 홀에 탁자도 있어서 홀에서 드셔도 됩니다. 저녁 시간대에는 붐비는 편이니 예약해주시 감사합니다. 드시기 전이나 식사하신 후에 서부두 방파제 등대 끝까지 산책하는 걸 적극 추천합니다. 전망좋은해선, 천궁횟집이 인접해 있습니다."
"주소","제주 제주시 서부두길 28"
"주소(도로명)","제주특별자치도 제주시 서부두길 28"
"주소(지번주소)","제주특별자치도 제주시 건입동 1435-1"
"대표번호","064-753-3653"
"영업시간","11:30 - 21:30"
"휴무일","없음"
"취급메뉴","구문쟁이, 물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 특별한 메뉴가 있어요"
