"관광타입","음식점"
"음식점명","숲애칼국수 에코랜드 교래리"
"개요","조천읍 교래리에 위치한 숲애는 자연경관이 아름다운 삼다수 숲길에서 자연과 어우러져 멋진 한 끼 식사를 할 수 있는 자연 친화적인 식당이라고 자부할 수 있습니다. 삼다수 숲길, 사려니숲길, 에코랜드, 산굼부리, 절물자연휴양림, 교래자연휴양림, 돌문화공원이 인접하고 있으며 식당 안쪽으로 유네스코에서 천연자원으로 지정한 자연이 훼손되지 않은 삼다수 숲길 또한 아름다운 곳으로 제주 숨은 명소 중 한 곳입니다. 이렇게 멋진 자연과 맑은 공기를 먹고 자란 직접 키운 토종닭과 버섯만 사용하고 있습니다. 언제나 건강하고 바른 먹거리로 고객님께 보답하겠습니다. 교래리종합복지회관, 삼다숲 펜션이 인접해 있습니다."
"주소","제주 제주시 조천읍 교래2길 7 숲애"
"주소(도로명)","제주특별자치도 제주시 조천읍 교래2길 7"
"주소(지번주소)","제주특별자치도 제주시 조천읍 교래리 296"
"대표번호","0507-1488-6464"
"영업시간","10:00-19:00"
"휴무일","매주 수요일"
"취급메뉴","토종닭손칼국수, 버섯손칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 주차하기 편해요"
