"관광타입","음식점"
"음식점명","전이야기 "
"개요","안녕하세요. 전이야기입니다. 저희 음식은 주문이 들어오면 즉석에서 요리하여 나가고 있습니다. 닭볶음탕,감자전 같은 경우는 다른 음식에 비해 요리시간이 조금 더 걸린다는 점 미리말씀드립니다. 계절메뉴인 굴전과 굴파전은 다음 계절에 다시 돌아오겠습니다. 많은 관심 보내주셔서 너무너무 감사드립니다. 계절메뉴인 배추전은 여름을 제외한 계절에만 판매하고 있습니다. 포장, 배달 주문해주시는 고객님들에게는 콜라or사이다를 서비스로 드리고있어요. 항상 응원과 격려해주시고 이용해주셔서 감사합니다. 내담식당, 정순대국밥이 인접해 있습니다."
"주소","제주 제주시 우정로 44"
"주소(도로명)","제주특별자치도 제주시 우정로 44"
"주소(지번주소)","제주특별자치도 제주시 외도일동 495-6"
"대표번호","064-744-5589"
"영업시간","17:00~24:00"
"휴무일","매주 일요일"
"취급메뉴","닭볶음탕, 김치찌개"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 재료가 신선해요, 가성비가 좋아요"
