"관광타입","음식점"
"음식점명","범섬앞어촌계횟집 "
"개요","밤 12시까지 영업합니다. 예약문의는 영업시간 상관 없이 365일 24시간 전화로 가능합니다. 모든 회 메뉴 주문시 20가지 이상 풀코스 제공전복죽, 돔베고기, 모듬해산물, 딱새우, 한치물회, 회국수, 초밥, 옥돔튀김, 갈치조림, 고등어구이, 고등어회, 갈치회, 야채튀김, 간장게장, 복껍질, 샐러드, 기본반찬, 메인회, 매운탕 or 지리탕어촌계에서 운영하는 횟집입니다. 제주도에 오시면 드셔보셔야 할 모든 음식을 풀코스로 제공해 드리고 있습니다. 배를 직접 타고 나가 낚아온 생선들로 신선한 자연산 회와 더불어 다양한 음식을 함께 맛보세요. 넓은 주차장과, 탁 트인 오션뷰를 보며 먹을 수 있는곳. 범섬과 돌고래를 볼 수 있는 곳입니다. 원하실 경우 직접 운영하는 배를 이용한 배 낚시 예약이 가능하며 포장과 서귀포 인근지역 배달도 가능합니다. 포장과 배달시 가격 할인 해 드리고 있습니다. 엘리팝, GS25가 인접해 있습니다. "
"주소","제주 서귀포시 막숙포로 61"
"주소(도로명)","제주특별자치도 서귀포시 막숙포로 61"
"주소(지번주소)","제주특별자치도 서귀포시 법환동 163-8"
"대표번호","010-8889-8757"
"영업시간","15:00 - 24:00"
"휴무일","매주 월요일 "
"취급메뉴","모듬스페셜, 참돔"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 친절해요, 가성비가 좋아요"
