"관광타입","음식점"
"음식점명","남궁미락 "
"개요","신선한 생선과 해산물을 사용합니다. 생선회를 시키면 제주 바다에서 잡은 신선한 해산물이 기본찬으로 푸짐하게 나옵니다. 세트 주문시 저렴한 가격으로 회와 구이, 조림을 다 맛볼수 있습니다. 갈치회, 갈치구이 한 상을 먹고난 후 국, 밥, 반찬들과 함께 갈치조림 한 상이 따로 나옵니다. 장아찌에 설탕 대신 효소를 사용하여 건강한 반찬을 만듭니다. 버스 이용 시 서귀포초등학교 정류장에 하차 하시면 됩니다. 낚시갈치, 우림직거래농장이 인접해 있습니다. "
"주소","제주 서귀포시 부두로 29"
"주소(도로명)","제주특별자치도 서귀포시 부두로 29"
"주소(지번주소)","제주특별자치도 서귀포시 서귀동 726-6"
"대표번호","064-762-7587"
"영업시간","08:00 - 21:30"
"휴무일","없음"
"취급메뉴","갈치스페셜AA, 갈치스페샬A"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 가성비가 좋아요, 특별한 메뉴가 있어요"
