"관광타입","음식점"
"음식점명","선장과해녀"
"개요","선장 아버지와 해녀 어머니가 청정 제주바다에서 건져올린 신선한 바다의 맛을 제공합니다. 대한민국에서 가장 아름답기로 소문난 함덕 해변과 서우봉의 오션뷰를 보며 맛있는 회와 다채로운 곁들이 찬을 맛보세요. 일반 횟집과 확연히 다른 신선하고 맛있는 곁들이 찬의 향연을 맛보실 수 있습니다. 한상 가득, 다양하게, 둘이 먹다가 하나가 없어져도 모를 맛을 직접 느껴보세요. 대풍미락, 대풍노래연습장이 인접해 있습니다."
"주소","제주 제주시 조천읍 조함해안로 432-19"
"주소(도로명)","제주특별자치도 제주시 조천읍 조함해안로 432-19"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1024"
"대표번호","064-783-8359"
"영업시간","11:00-22:00"
"휴무일","매주 월요일"
"취급메뉴","모둠회, 회덮밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 재료가 신선해요, 매장이 청결해요"
