"관광타입","음식점"
"음식점명","서울분식"
"개요","제주도 동문시장에 위치한 런닝맨 떡볶이로 유명한 제주서울분식입니다. 저렴하고 양이 많지만 간단한 식사로도 손색없고 간식으로도 좋은 제주도 떡볶이집입니다. 제주 공항 근처에서 숙박하시는 분들이 가장 많이 찾는 서울 떡볶이 맛집입니다. 손님분들께 조금이라도 더 많이 더 맛있게 분식을 제공합니다. 가족들과 친구들과 연인과 함께 맛과 추억을 함께 나누세요. 줄 서서 먹는 바로 그 집 제주서울분식입니다. 한성오메기떡, 모여라신발마트가 인접해 있습니다."
"주소","제주 제주시 동문로4길 11"
"주소(도로명)","제주특별자치도 제주시 동문로4길 11"
"주소(지번주소)","제주특별자치도 제주시 일도일동 1103-8"
"대표번호","064-726-9266"
"영업시간","11:30 - 21:00"
"휴무일","없음"
"취급메뉴","떡볶이, 순대"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 가성비가 좋아요, 친절해요, 양이 많아요, 혼밥하기 좋아요"
