"관광타입","음식점"
"음식점명","추자본섬횟집 연동점"
"개요","제주시내, 제주공항근처 위치하고 있는 추자본섬 연동점입니다. 사계절 맛볼 수 있는 삼치회, 고등어회가 제주도 도민들에게 인기만점입니다. 가격별로 회코스와 겨울에 맛볼 수 있는 대방어회 코스도 푸짐하고 신선한 재료로 준비되어 있으니 많이 찾아주세요. 삼치회 365일 일년 열두달 선어회로 드실수 있는곳 추자본섬횟집 연동점입니다. 여행 오시면 꼭 들려봐야 하는가게, 저렴한 가격으로 푸짐하게 드실수 있는 곳입니다. 제주창스닥, GS25가 인접해 있습니다."
"주소","제주 제주시 선덕로 14-1"
"주소(도로명)","제주특별자치도 제주시 선덕로 14-1"
"주소(지번주소)","제주특별자치도 제주시 연동 314-130"
"대표번호","064-747-1115"
"영업시간","15:00~22:00"
"휴무일","없음"
"취급메뉴","삼치회, 고등어회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 양이 많아요"
