"관광타입","음식점"
"음식점명","단소"
"개요","단소는 단정하고 소박하게의 줄임말로 성당이었던 공간에 자리 잡은 애월읍 작은 시골 마을 안 백반집입니다. 당일 요리를 원칙으로 하루 정해진 양만큼 준비하고 국내산, 제주산 제철 식재료를 사용하며 메인 흑돼지 두루치기를 기본으로 갓 지은 흑미밥과 장국 그리고 10첩 한상차림으로 서브 됩니다. 누군가에게 선물 같은 한 끼를 누군가에게는 다정한 위로를 누군가에게는 향긋한 추억을 누군가에게는 소소한 힐링이 되는 다정함과 따뜻함이 있는 정다운 밥집 이야기로 초대합니다. 1인 혼밥 서비스는 종료 되었습니다. 8월 26일부터 반려동물 출입 제한됩니다. 애월빌A, 애월초등학교정문이 인접해 있습니다."
"주소","제주 제주시 애월읍 애월로 139-4"
"주소(도로명)","제주특별자치도 제주시 애월읍 애월로 139-4"
"주소(지번주소)","제주특별자치도 제주시 애월읍 애월리 1747-1"
"대표번호","0507-1496-7178"
"영업시간","11:00 - 16:00"
"휴무일","매주 일요일"
"취급메뉴","백반"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 반찬이 잘 나와요, 친절해요, 재료가 신선해요, 양이 많아요"
