"관광타입","음식점"
"음식점명","원조 삼성혈해물탕 1호점"
"개요","저희 업소는 전부 살아있는 해물로만 요리를 하는 해물탕 전문점입니다. 살아있는 해물과 조미료가 안 들어가기 때문에 처음에 음식이 나왔을 때 국물 맛은 엄청 싱겁습니다. 처음엔 싱겁지만 오래 끓이다 보면 살아있는 해물자체에서 맛있는 국물이 우러납니다. 진정한 맛은 조미료가 아닌 해물 자체에서 우러나는 것이라 생각합니다. 맛, 친절, 청결, 정성으로 여러분을 모시겠습니다. 버베나하우스, 은빛바다가 인접해 있습니다."
"주소","제주 제주시 도두항서7길 23 1층"
"주소(도로명)","제주특별자치도 제주시 도두항서7길 23"
"주소(지번주소)","제주특별자치도 제주시 도두일동 2622-15"
"대표번호","064-749-5200"
"영업시간","11:00-21:00"
"휴무일","매주 화요일"
"취급메뉴","해물탕, 옥돔"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 주차하기 편해요"
