"관광타입","음식점"
"음식점명","신모슬포포구식당"
"개요","모슬포의 맛집으로 인기를 끌던 모슬포포구식당이 성원에 힘입어 신모슬포포구식당으로 확장 이전했습니다. 겨울철에는 방어회로, 여름철에는 고등어회로, 계절별 다양한 음식들로 신선한 회를 맛보실 수 있습니다. 회뿐 아니라 갈치 조림과 객주리 조림 등 다양한 식사류도 준비되어 있으니 가족끼리, 연인끼리 많이 방문 부탁 드립니다. 제주도민분들도 많이 찾아주시는 진정한 제주도민 맛집이라고 자부합니다. 친절하게 모시겠습니다. 가파도 선착장, 모슬포항, 스시데이, 모메든식당이 인접해 있습니다."
"주소","제주 서귀포시 대정읍 최남단해안로 119"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 최남단해안로 119"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 하모리 646-2"
"대표번호","064-794-0632"
"영업시간","09:30 - 21:30"
"휴무일","없음"
"취급메뉴","특대방어회, 전복해물뚝배기"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 주차하기 편해요"
