"관광타입","음식점"
"음식점명","영희네우럭명가"
"개요","월정어촌계식당이 영희네 우럭명가 자리로 이전하였습니다. 많은 사랑받은만큼 더욱더 정성을 다할것을 약속드리며 질좋은 서비스를 유지하기 위해 힘든 결정을 내리게 되었습니다. 앞으로도 많은 사랑 부탁드립니다. 제주도에서 처음으로 우럭튀김정식을 개발했습니다. 원조라는 이름으로 내 가족이 먹는다는 생각으로 맛있게 만들어 대접하겠습니다. 제주공항, 만장굴, 성산일출봉 유명 관광지들이 가까운거리에 위치해 있고 월정리 해안도로 따라 오시면 멋진 뷰도 구경하시면서 식사하러 오실수 있습니다. 월정리에 유일하게 단체수용이 가능한 식당이며 오신분들의 리얼 평가가 좋은곳입니다. 미풍해장국, 언제나가 인접해 있습니다."
"주소","제주 제주시 구좌읍 세화1길 27"
"주소(도로명)","제주특별자치도 제주시 구좌읍 세화1길 27"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 세화리 3645"
"대표번호","064-726-6706"
"영업시간","09:00 - 21:00"
"휴무일","매주 수요일"
"취급메뉴","우럭튀김정식, 제주은갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 넓어요"
