"관광타입","음식점"
"음식점명","할망네돔베고기 제주외도점"
"개요","미리 예약주시면 웨이팅없이 자리잡으실 수 있습니다. 제주도 향토음식 돔베고기는 도마의 제주 방언으로 보쌈형식으로 많이 즐기실 수 있습니다. 마늘, 생강, 대파, 후추등 여러 비법 재료들을 넣고 끓인 물에 고기를 삶아서 수육으로 드시는데, 고기는 굵은 소금이나 젓갈, 쌈 등으로 다채롭게 즐기실 수 있습니다. TV에도 여러번 소개된 고기국수나 몸국이랑 같이 즐기시면 할망네 돔베고기의 깊이와 제주도 진짜 향토맛을 백번 느끼실 수 있습니다. 처음에는 제주도 현지 도민분들이 자주 오셨는데 요즘에는 입소문이 났는지 육지에서도 제주공항근처 맛집이라면서 찾아주셔서, 미리 네이버 보고 예약한다고 전화주시면 웨이팅 없이 든든하고 맛있는 한끼 제대로 즐기실 수 있습니다. 대연정식당, 에두트가 인접해 있습니다."
"주소","제주 제주시 우정로8길 6"
"주소(도로명)","제주특별자치도 제주시 우정로8길 6"
"주소(지번주소)","제주특별자치도 제주시 외도일동 474-8"
"대표번호","0507-1406-3557"
"영업시간","11:00 - 22:00"
"휴무일","없음"
"취급메뉴","돔베고기, 고기국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 양이 많아요, 가성비가 좋아요"
