"관광타입","음식점"
"음식점명","어박사 한림본점"
"개요","제주에서 꼭 먹어야 한다는 1미터 통갈치조림입니다. 한림 수협에서 당일 직구매한 생물은 갈치만 취급하기에 가장 싱싱한 생물 은갈치를 맛볼 수 있는 곳, 어박사 한림본점입니다. 얼큰 칼칼한 국물에 1미터 갈치가 통으로 거기다가 전복, 딱새우, 돌문어까지 여러 식당 다닐 필요 없이 어박사에서 모두 클리어할 수 있는 통갈치조림과 제주 최초로 특제 마약 소스를 부은 어박사표 통갈치 양념구이까지, 소금구이와는 달리 달짝지근한 어박사표 특제 소스로 아이들의 입맛까지 사로잡았다는 사실입니다. 특별한 점이 많은 어박사한림본점에서 최상의 재료와 퀄리티로 정성을 다해 모시겠습니다. Anthracite Coffee 한림, 연화몽이 인접해 있습니다."
"주소","제주 제주시 한림읍 한림로 564"
"주소(도로명)","제주특별자치도 제주시 한림읍 한림로 564"
"주소(지번주소)","제주특별자치도 제주시 한림읍 동명리 1715"
"대표번호","064-796-0018"
"영업시간","11:00 - 21:30"
"휴무일","없음"
"취급메뉴","통갈치양념구이, 통갈치조림"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 주차하기 편해요"
