"관광타입","음식점"
"음식점명","등경돌식당"
"개요","성산일출봉 초입에 위치한 30년 전통의 유서 깊은 갈치조림, 통갈치 구이 맛집 등경돌식당입니다. 8시부터 운영하기 때문에 아침식사도 가능합니다. 아침 일찍 성산일출봉 들렀다가 방문하시는 손님들 환영합니다. 오분자기 뚝배기, 제주산 통갈치 구이, 갈치조림, 해물전골 등 제주 향토 음식의 정수를 보여드리겠습니다. 프로골퍼 박인비, 사랑이 아빠 추성훈 씨도 다녀간 맛집입니다. 즐거운 제주여행 되세요. 성산일출봉, 오기목할망집이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 일출로 279 등경돌식당"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 일출로 279"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 187"
"대표번호","0507-1470-0732"
"영업시간","08:00-21:00"
"휴무일","없음"
"취급메뉴","오분작뚝배기, 통갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 가성비가 좋아요"
