"관광타입","음식점"
"음식점명","뽕갈찜  "
"개요","제주도 제주시 아라동에 위치한 퓨전 맛집으로, 롯데스카이힐 골프장  조리장을 지낸 뽕갈찜 사장님의 고퀄리티, 합리적인 가격의 세계 최초 퓨전요리 뽕갈찜입니다. 순한 간장양념, 야들야들한 식감의 소왕갈비찜과 신선하고 푸짐한 모듬해물의 짬뽕전골을 동시에 맛보실 수 있으며,  마치 코스 요리를 드시는 것처럼, 요리를 다 드신후, 해물 짬뽕전골에는 면사리를, 왕갈비찜에는 밥까지 볶아서 드실수 있는 제주도 최고의 요리 맛집입니다. 성인에서 아이들까지 한가족이 푸짐하게, 가족식사와 술자리로 모든 이들의 입맛을 즐겁게, 단체 회식, 모임에 이보다 더좋은 요리가 있을까요. 제주도민 로컬 맛집으로 더 유명한 뽕갈찜입니다. 뽕갈찜, 갈뽕찜 외에도 돌문어몸짬뽕, 몸짬뽕, 왕갈비찜, 짬뽕전골 등 다양한 식사메뉴가 있으며, 제주공항과 제주도청, 제주시청과도 가까이 있어서 제주도 여행을 오신 관광객들도 많이 찾아주시고 계십니다. 제주맛집 뽕갈찜은, 항상 신선한 재료와 푸짐한 양으로, 찾아주시는 모든분들께 맛과 정성으로 감동을 드리겠습니다. 아라초등학교, 롯데리아가 인접해 있습니다."
"주소","제주 제주시 인다9길 34"
"주소(도로명)","제주특별자치도 제주시 인다9길 34"
"주소(지번주소)","제주특별자치도 제주시 아라일동 6114-6"
"대표번호","0507-1395-8890"
"영업시간","11:10/17:00-22:00"
"휴무일","전화문의"
"취급메뉴","소왕갈비찜, 해물짬뽕전골"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 양이 많아요, 특별한 메뉴가 있어요"
