"관광타입","음식점"
"음식점명","봉이네해물짜장짬뽕"
"개요","저희 가게에서 바라보는 풍경도 좋고 특히 저희 짜장, 짬뽕은 가파도산 톳으로 만든 면으로 삶아 직접 면도 뺍니다. 짬뽕에 올라가는 고명들도 가파도 해녀들이 직접 잡은 뿔소라와 가파도산 돌문어와 해초류 등 올라가고 있습니다. 저희 가게는 뱃머리 바로 앞이라 시간적인 여유도 있고 배오는 거 보면서도 식사할 수 있는 가게입니다. 배 출발 5분 전까지도 드실 수 있습니다. 카페 베스트, 블랑로쉐가 인접해 있습니다."
"주소","제주 서귀포시 대정읍 가파로 239"
"주소(도로명)","제주특별자치도 서귀포시 대정읍 가파로 239"
"주소(지번주소)","제주특별자치도 서귀포시 대정읍 가파리 197"
"대표번호","010-5177-6693"
"영업시간","전화문의"
"휴무일","전화문의"
"취급메뉴","해물짬뽕, 해물짜장"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 특별한 메뉴가 있어요, 친절해요"
