"관광타입","음식점"
"음식점명","마담조"
"개요","제주도 서귀포시의 평화로운 마을 강정동에서 뉴질랜드 출신의 쉐프가 운영하는 1인 쉐프 시스템의 다이닝 펍 레스토랑입니다. 신선하고 건강한 재료로 드레싱, 소스부터 직접 조리하여 서비스하는 건강한 레스토랑입니다. 다양한 맥주와 와인 그리고 맛있는 음식이 어우러지는 공간 마담조에서 많은 분의 소중한 추억들이 만들어질 수 있도록 노력하겠습니다. 달콤한 계단, CU가 인접하고 있습니다."
"주소","제주 서귀포시 신서로 69 102동 101호"
"주소(도로명)","제주특별자치도 서귀포시 신서로 69"
"주소(지번주소)","제주특별자치도 서귀포시 강정동 1416-3"
"대표번호","0507-1303-8690"
"영업시간","11:00 - 21:00"
"휴무일","매주 월요일"
"취급메뉴","한라산 버거, 수비드 등갈비 BBQ"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요, 매장이 청결해요"
