"관광타입","음식점"
"음식점명","미풍해장국봉개점 "
"개요","대를 이어 끓이는 40년 전통 미풍해장국 입니다. 푸짐한 양과 질 좋은 맛은 미풍해장국 봉개점이 최고랍니다. 단일메뉴로 육수, 고기, 선지, 우거지, 깍두기국물 등 하나하나 맛과 정성으로 승부하고 있습니다. 선지를 싫어하시는 분은 선지 빼드리니 남녀노소 부담없이 즐길 수 있습니다. 주문 전 말씀해주시면 손님 취향저격으로 맞춰드립니다. 시원하고 칼칼한 미풍해장국 봉개점에서 즐거운 하루를 시작하시기 바랍니다. 오전 07시부터 오후 3시까지 영업합니다. 대기고등학교, 봉개동주민센터가 인접해 있습니다."
"주소","제주 제주시 번영로 420 1층"
"주소(도로명)","제주특별자치도 제주시 번영로 420"
"주소(지번주소)","제주특별자치도 제주시 봉개동 2581"
"대표번호","064-722-7288"
"영업시간","07:00-15:00"
"휴무일","매주 월요일"
"취급메뉴","소고기선지해장국, 양선지해장국 "
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 매장이 넓어요, 주차하기 편해요, 친절해요, 양이 많아요"
