"관광타입","음식점"
"음식점명","두찜 제주삼화지구점"
"개요","대한민국에서 찜닭 한마리 가격에 두마리를 주는 곳은 두찜뿐입니다. 맵기는 입맛에 따라 1단계부터 5단계까지 선택할 수 있습니다. 1단계는 아주순한맛, 2단계는 순한맛,  3단계는 보통맛,  4단계는 약간매운맛, 5단계는 매운맛입니다. 두찜은 주문 접수 후 조리되기에 조리시간은 20분이소요됩니다. 배달이 조금 늦어지더라도 배달기사분의 안전을 위해서 너그럽게 이해해주시면 감사하겠습니다. 고객님의 부담을 덜어드리기 위해 저렴한 가격으로 맛 좋은 찜닭을 한마리 가격에 두마리를 제공하고 있으니, 맛있게 드시고 또 찾아주시기 바랍니다. 원산지 뼈닭은 국내산, 순살은 브라질산입니다. 맨드라미공원, 도넛킹이 인접해 있습니다."
"주소","제주 제주시 건주로4길 20-1"
"주소(도로명)","제주특별자치도 제주시 건주로4길 20-1"
"주소(지번주소)","제주특별자치도 제주시 도련일동 1963-7"
"대표번호","064-755-2753"
"영업시간","11:00-24:00"
"휴무일","둘째, 넷째 화요일"
"취급메뉴","로제닭발, 트러플크림찜닭"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 가성비가 좋아요, 친절해요, 재료가 신선해요"
