"관광타입","음식점"
"음식점명","해신짬뽕 "
"개요","제주도 섬속의 섬, 우도에서 가장 아름다운 하고수동 해수욕장 바로 앞에 위치한 중화요리 전문점 해신짬뽕입니다. 매일 들어오는 신선한 재료와 다양한 해산물 전복과 왕새우, 쭈꾸미, 새우살, 가리비를 넣어 바로 볶아 불향이 살아있는 매콤하면서 얼큰한 해물짬뽕을 함께 드실 수 있습니다. 남녀노소를 막논하고 좋아하는 달콤하고 맛있는 유니짜장과 제주산 생고기만 사용해 바삭바삭 노릇노릇 하게튀겨낸 새콤달콤 탕수육, 그 밖의 다양한 메뉴로 맛도 좋고, 하고수동해수욕장 에메랄드빛 바다가 한눈에 보이는 해신짬뽕으로 초대합니다. 하고수동포구, 오봉리사무소가 인접해 있습니다."
"주소","제주 제주시 우도면 우도해안길 814"
"주소(도로명)","제주특별자치도 제주시 우도면 우도해안길 814"
"주소(지번주소)","제주특별자치도 제주시 우도면 연평리 1290-6"
"대표번호","0507-1471-7813"
"영업시간","07:30-16:00"
"휴무일","없음"
"취급메뉴","해물짬뽕, 탕수육"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 뷰가 좋아요, 양이 많아요"
