"관광타입","음식점"
"음식점명","색달해녀의집"
"개요","해녀들이 잡아 온 돌문어, 쥐치 등 다양한 회와 해산물이 인기인 곳입니다. 생선의 경우 즉석에서 회를 떠서 맛볼 수 있고 멍게, 문어, 낙지 등 각종 해산물들도 성수기엔 거의 수족관도 거치지 않고 잡아 온 즉시 먹을 수 있을 정도여서 관광객들이 많이 찾는 곳이지요. 제주 서귀포시 중문 단지 앞 색달해변가 아래에 바로 위치하고 있는데요, 바닷물이 넘실대는 해수욕장 앞으로 야외 테이블들도 펼쳐져 있어서 섬에 놀러 온 기분을 한껏 만끽할 수 있지요. 중문색달해수욕장야영장, 더클리프가 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 154-17"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 154-17"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2950-17"
"대표번호","064-738-6042"
"영업시간","12:00 - 16:00"
"휴무일","전화문의"
"취급메뉴","해삼, 멍게"
"주차시설 유무","없음"
"리뷰키워드","없음"
