"관광타입","음식점"
"음식점명","애월 우니담"
"개요","아름다운 애월 노을 플러스 오션 뷰, 성게 앤 미역국 전문점 우니담입니다. 저희 우니담은 탁 트여진 통유리로 아름다운 애월 바다를 한눈에 볼 수 있으며, 해 질 녘에 오시면 아름다운 노을 보며 식사하실 수 있습니다. 전복, 옥돔, 장어, 성게 등 싱싱한 해산물과 담백한 미역국 그리고 가마솥 밥의 조화를 한상에 담아냈습니다. 어디에서도 맛볼 수 없는 성게 요리와 미역국의 진화 우니담에서 경험해 보세요. 모든 메뉴는 주문과 동시에 조리됩니다. 싱싱한 재료를 정성스레 조리하기 때문에 조금 여유를 가지고 양해 부탁드립니다. 맛으로 보답하는 우니담이 되겠습니다. 스타벅스 애월점 바로 옆에 있습니다. 하이파이브제주, 스타벅스 제주애월DT점이 인접해 있습니다."
"주소","제주 제주시 애월읍 고내로13길 107"
"주소(도로명)","제주특별자치도 제주시 애월읍 고내로13길 107"
"주소(지번주소)","제주특별자치도 제주시 애월읍 고내리 350"
"대표번호","0507-1361-5433"
"영업시간","09:00 - 19:30"
"휴무일","없음"
"취급메뉴","성게덮밥, 성게비빔밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 재료가 신선해요, 친절해요, 반찬이 잘 나와요"
