"관광타입","음식점"
"음식점명","해와달삼계탕"
"개요","삼계탕은 예로부터 기가 허한 사람들의 몸보신 음식으로 최고의 음식으로 알려져 있습니다. 원기가 약할 때 입맛이 없을 때, 산모의 산전 산후에, 와병 중에 있는 환자의 기력 회복에 효능이 입증된 전통음식입니다. 특히 여름철 소모되기 쉬운 기보충에는 그만이지요. 삼계탕은 풍부한 단백질과 필수 아미노산의 보고인 닭고기와, 예로부터 만병통치의 영약으로 확인된 인삼의 환상적인 만남으로 이루어진 최고의 전통음식입니다. 해신탕과 백숙은 최소 1시간 전 예약해 주세요. 아이스카이, 영교 제주지국이 인접해 있습니다."
"주소","제주 제주시 고마로15길 5"
"주소(도로명)","제주특별자치도 제주시 고마로15길 5"
"주소(지번주소)","제주특별자치도 제주시 일도이동 369-16"
"대표번호","064-722-0202"
"영업시간","10:30 - 22:00"
"휴무일","둘째, 넷째 일요일"
"취급메뉴","삼계탕, 전복삼계탕"
"주차시설 유무","없음"
"리뷰키워드","음식이 맛있어요, 친절해요, 양이 많아요, 재료가 신선해요, 매장이 넓어요"
