"관광타입","음식점"
"음식점명","멋진만남 제주시 조천읍"
"개요","저희 멋진만남은 3대째 이어져 내려오는 오리, 토종닭 전문점입니다. 할아버지께서 제가 어릴 적 제주도 최초 관광호텔 주방장이셨습니다. 할아버지께 어머니가 요리를 배우시고, 어머니께 제가 요리를 배워, 3대째 이어오고 있는 식당입니다. 내부 현대식 리모델링으로 인해 오픈한지 얼마 안 된 식당으로 오해하시는 손님들이 간혹 계시지만 교래리에서부터 30년째 이어온 식당입니다. 항상 처음과 같은 마음으로 열심히 하겠습니다. 매일 아침 배송되는 생오리와 닭으로 오리 두루치기, 오리 코스, 오리 생구이, 토종 닭볶음탕, 토종닭 코스와 고사리 육개장을 즐길 수 있습니다. 저희 멋진만남은 최대 100명까지 수용 가능한 넓은 매장과 대형 주차장이 완비되어 있습니다. 사랑스러운 어린아이들을 위한 좌식 테이블과 베이비 체어도 준비되어 있습니다. 항상 친절하고 위생적이며 맛있는 요리를 대접할 수 있도록 노력하겠습니다. 오늘도 찾아주셔서 감사합니다. 광명산업, 성진, 현대화천주유소가 인접해 있습니다."
"주소","제주 제주시 조천읍 종인내길 365"
"주소(도로명)","제주특별자치도 제주시 조천읍 종인내길 365"
"주소(지번주소)","제주특별자치도 제주시 조천읍 와흘리 816-1"
"대표번호","0507-1400-4466"
"영업시간","11:00-21:00"
"휴무일","매주 수요일"
"취급메뉴","오리 두루치기, 오리 생구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 매장이 청결해요, 주차하기 편해요"
