"관광타입","음식점"
"음식점명","천리식당 천리민박"
"개요","안녕하세요. 비자림 맛집으로 손색없는 천리식당 천리민박입니다. 비자림 근처에 위치한 송당리에 있습니다. 된장찌개는 집 된장으로 끓이고 있으며, 제주도산 갈치와 옥돔을 사용하고 있습니다. 두 가지, 제조된 육수로 만들어진 갈치조림입니다. 정기휴무일은 매월 1, 7, 12, 18, 24일입니다. 천리민박은 조용한 중산간 마을에 위치해있고 돌솥밥을 포함한 생선구이, 집 된장국, 계란찜 등 웰빙 반찬으로 조식을 드립니다. 맑은축산, 자현민박이 인접해 있습니다."
"주소","제주 제주시 구좌읍 송당6길 30"
"주소(도로명)","제주특별자치도 제주시 구좌읍 송당6길 30"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 송당리 1511-1"
"대표번호","0507-1422-5650"
"영업시간","09:00 - 17:00"
"휴무일","전화문의"
"취급메뉴","갈치조림, 양념갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 친절해요, 재료가 신선해요, 가성비가 좋아요, 매장이 청결해요"
