"관광타입","음식점"
"음식점명","별미돈  "
"개요","주차장 보유하고 있습니다. 근처에 넓은 공영주차장도 있습니다. 생돈 한 마리 당 100그램에서 300g만 나오는 특수부위를 당일 숙성을 거쳐 제공합니다. 저희 별미돈은 국내산 재료들을 사용하여 한식자격증을 보유한 사장님께서 손수 만든 김치와 반찬들을 제공합니다. 다양한 식감의 특수부위들을 최고의 궁합을 자랑하는 밑반찬들과 곁들여 드셔보세요. 아이파크정문, 아라주공아파트, 나우리마트가 인접해 있습니다."
"주소","제주 제주시 인다13길 59"
"주소(도로명)","제주특별자치도 제주시 인다13길 59"
"주소(지번주소)","제주특별자치도 제주시 아라일동 6125-8"
"대표번호","064-753-6692"
"영업시간","17:00 - 22:00"
"휴무일","매주 월요일"
"취급메뉴","급냉꽃삼겹, 멸치국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 넓어요, 특별한 메뉴가 있어요"
