"관광타입","음식점"
"음식점명","푸르곤"
"개요","제주 애월 조용한 시골 중산간에 위치해 있는 넓은 천연 잔디밭이 있는 애견 동반 브런치 카페 푸르곤입니다. 아이와 함께 1. 넓은 잔디밭은 아이들에겐 최고의 놀이터가 될 것입니다. 2. 푸르곤의 대표 브런치 메뉴인 베이컨부리또, 칠리새우오픈토스트, 연어해쉬브라운이나 피자는 디아볼라 피자를 제외하고는 맵지 않아 아이들과 보호자님들 모두 만족하실 수 있는 한 끼 가 될 것입니다. 3. 아이들과 부모님이 즐기기 좋은 음료 메뉴 구성 커피를 제외하고도 아이들이 잘 마실 수 있는 착즙주스인 한라봉 착즙주스 , 당근 착즙주스와 에이드로는 한라봉 에이드, 백향과 에이드, 자몽 에이드, 라떼로는 딸기 라떼, 한라봉 라떼, 백향과 라떼, 자몽 라떼, 말고도 피치 아이스티, 애플망고 스무디 등 다양한 음료 메뉴를 준비했습니다. 4. 맛집과 관광지가 밀집한 제주 애월에 위치해 있어 다음 일정을 가시기에도 좋습니다. 사랑이네펜션, 하귤낭하우스가 인접해 있습니다."
"주소","제주 제주시 애월읍 납읍로 84"
"주소(도로명)","제주특별자치도 제주시 애월읍 납읍로 84"
"주소(지번주소)","제주특별자치도 제주시 애월읍 납읍리 1021"
"대표번호","0507-1381-8358"
"영업시간","10:00 - 20:00"
"휴무일","전화문의"
"취급메뉴","베이컨부리또, 연어해쉬브라운"
"주차시설 유무","있음"
"리뷰키워드","뷰가 좋아요, 음료가 맛있어요, 음식이 맛있어요, 인테리어가 멋져요, 야외 공간이 멋져요"
