"관광타입","음식점"
"음식점명","성산을본갈치조림구이 제주성산일출봉점"
"개요","안녕하세요. 성산을 바라보다, 성산을 본 갈치 대표 고백상입니다. 성산을 보며 먹는 갈치 전문점으로 매일 아침 직접 선별한 신선한 야채와 해산물과 갈치로 조리하여 신선하면서 깊고 진한 음식 맛을 느끼실 수 있습니다. 맛은 물론 아름다운 성산 일출봉과 우도를 바라보며 즐기는 기분 좋은 한 끼 하세요. 성산을 본 갈치에서 행복한 추억을 만들어 보세요. 건물 뒤편 전용 주차장에 주차 부탁드립니다. 다양한 메뉴로 남녀노소 누구나 즐기실 수 있습니다. 성산묵은지고등어쌈밥, 이모네민박이 인접해 있습니다."
"주소","제주 서귀포시 성산읍 성산중앙로64번길 5-4 2층"
"주소(도로명)","제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-4"
"주소(지번주소)","제주특별자치도 서귀포시 성산읍 성산리 296-3"
"대표번호","0507-1338-4295"
"영업시간","09:00-21:00"
"휴무일","없음"
"취급메뉴","갈치조림, 갈치구이"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 양이 많아요, 친절해요"
