"관광타입","음식점"
"음식점명","퍼랭"
"개요","퍼랭은 우리나라에 존재하는 일반적인 횟집을 기본 근간으로 하는 캐쥬얼 제주 횟집입니다. 오랜 시간 존재해 온 노포 횟집들을 근간으로 제주라는 향신료를 더하여 회라는 음식을 조금 더 재미있게 풀어보았습니다. 어려워하실 게 하나도 없습니다. 자주 놀러 오세요. 우선 세트 메뉴를 주문해주세요. 세트 메뉴 주문 후 단품 메뉴 추가 주문 가능합니다. 감사합니다. 제주옥중문갈치, 고집돌우럭이 인접해 있습니다."
"주소","제주 서귀포시 중문관광로 5 1층"
"주소(도로명)","제주특별자치도 서귀포시 중문관광로 5"
"주소(지번주소)","제주특별자치도 서귀포시 색달동 2316-1"
"대표번호","064-738-2468"
"영업시간","12:00 - 23:00"
"휴무일","없음"
"취급메뉴","제주 성게, 고등어 봉초밥"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 친절해요, 매장이 청결해요, 매장이 넓어요"
