"관광타입","음식점"
"음식점명","용마횟집"
"개요","1. 숙련된 주방장님의 칼질로 가장 맛있는 상태의 회를 제공해 드립니다. 2. 합리적인 가격과 넉넉한 상차림으로 도민에게 먼저 인정받을 수 있는 용마횟집이 되겠습니다. 3. 제주공항 인근 맛집으로써 여행 오시는 분들께 앞으로의 여행이 더욱 행복해질 수 있도록 알찬 한끼 식사를 제공해 드립니다. 4. 육지에서는 쉽게 맛보기 힘든 제주의 어종인 벤자리, 어름돔, 따돔 등을 계절에 맞게 준비 중입니다. 바다풍경횟집, 스시우다가 인접해 있습니다."
"주소","제주 제주시 서해안로 660"
"주소(도로명)","제주특별자치도 제주시 서해안로 660"
"주소(지번주소)","제주특별자치도 제주시 용담삼동 505"
"대표번호","0507-1312-2376"
"영업시간","12:00~21:00"
"휴무일","매주 월요일"
"취급메뉴","모듬물회정식, 해물 특 물회"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 뷰가 좋아요, 친절해요, 특별한 메뉴가 있어요"
