"관광타입","음식점"
"음식점명","노랑통닭 제주 삼화점"
"개요","온 가족이 모여 따뜻하고 바삭한 치킨을 맛있게 먹던 기억이 있으신가요. 이런 소중한 순간들은 오랫동안 기억에 남기에 노랑통닭은 그 추억에 행복이 더해질 수 있도록 치킨의 본질에 집중합니다. 우리는 어떤 치킨이 맛있는 치킨인지 오랫동안 고민했고, 치킨은 결국 바삭한 튀김에서부터 시작된다는 것을 깨달았습니다. 그렇기에 노랑통닭은 바삭한 치킨을 위해 옥수수 전분으로 튀김 옷을 입히고 최적의 온도를 유지하는 가마솥에 정성스럽게 튀겨 더욱 바삭한 치킨을 만듭니다. 다같이 모여 노랑통닭을 즐길 때 바삭하고 맛있는 치킨의 행복함이 오래 기억되길 바랍니다. 백퍼갈비, 인쌩맥주가 인접해 있습니다."
"주소","제주 제주시 화삼북로 63"
"주소(도로명)","제주특별자치도 제주시 화삼북로 63"
"주소(지번주소)","제주특별자치도 제주시 삼양이동 2300-9"
"대표번호","064-759-8292"
"영업시간","11:50/15:00~01:40"
"휴무일","전화문의"
"취급메뉴","마늘치킨,  누룽지 치킨"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 재료가 신선해요, 가성비가 좋아요, 친절해요, 양이 많아요"
