"관광타입","음식점"
"음식점명","어부피자"
"개요","안녕하세요. 제주도 명물 어부피자입니다. 특별한날 데이트하기 좋은 아이와 함께하면 더욱 좋은 프리미엄 피자집 어부피자입니다. 치즈가 듬뿍 들어가 있는 프리미엄 피자 위에 생생하게 살아있는 랍스타 한마리가 딱 있습니다. 전 연령 남녀노소 즐길 수 있는 랍스타피자입니다. 바람의언덕펜션, 바람돌이하우스가 인접해 있습니다."
"주소","제주 제주시 구좌읍 행원로5길 35-20 2층 어부피자"
"주소(도로명)","제주특별자치도 제주시 구좌읍 행원로5길 35"
"주소(지번주소)","제주특별자치도 제주시 구좌읍 행원리 1429"
"대표번호","0507-1375-9242"
"영업시간","11:30~21:00"
"휴무일","첫째, 셋째, 다섯째 수요일"
"취급메뉴","랍스타 한마리 피자, 제주 흑돼지피자"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 뷰가 좋아요, 친절해요, 특별한 메뉴가 있어요, 재료가 신선해요"
