"관광타입","음식점"
"음식점명","버드나무집"
"개요","함덕해수욕장 근처에 있는 버드나무집은 손칼국수로 유명한 맛집이다. 메뉴는 해물손칼국수, 매생이손칼국수, 들깨칼국수가 있으며, 한 테이블당 한 메뉴로 통일하여 주문을 받고 있다. 이곳의 특징은 손으로 반죽한 얇고 넓은 칼국수 면과 싱싱한 해물로 우려낸 육수다. 시원하고 깔끔한 국물 덕분에 해장하기 위해 찾아오는 단골들이 많다. 청양고추가 들어간 다진 양념으로 맵기도 조절할 수 있어 얼큰하게 즐기고 싶다면 요청하면 된다. 브레이크 타임은 3시부터 5시다. 코리아식당, 이삼구구식당이 인접해 있습니다."
"주소","제주특별자치도 제주시 조천읍 신북로 540"
"주소(도로명)","제주특별자치도 제주시 조천읍 신북로 540"
"주소(지번주소)","제주특별자치도 제주시 조천읍 함덕리 1002-25"
"대표번호","064-782-9992"
"영업시간","10:00~21:00"
"휴무일","매주 목요일"
"취급메뉴","매생이굴손칼국수, 들깨손칼국수"
"주차시설 유무","있음"
"리뷰키워드","음식이 맛있어요, 양이 많아요, 재료가 신선해요, 친절해요, 매장이 청결해요"
